거래금액,아파트,월,일,전용면적,층
43,000,정관가화만사성더테라스2차,8,22,60.1758,6
26,500,부산정관지구이지더원5차아파트,8,24,68.414,9
32,200,정관2차동원로얄듀크,8,16,59.997,11
29,000,정관2차동원로얄듀크,8,23,59.997,14
31,000,정관2차동원로얄듀크,8,28,59.997,15
44,000,정관2차동원로얄듀크,8,30,84.9993,20
33,200,정관1차동원로얄듀크,8,3,79.6526,5
32,000,정관센트럴파크,8,13,84.59,4
26,450,정관1차동원로얄듀크,8,15,59.997,10
22,510,정관센트럴파크,8,21,59.83,6
11,500,대우아파트,8,26,49.86,2
50,100,정관현진에버빌,8,1,132.248,4
34,000,정관동일스위트2차,8,2,84.9864,12
36,700,정관현진에버빌,8,3,84.981,3
23,000,이지더원2차,8,6,59.9984,6
27,000,동일스위트3차,8,8,65.9876,17
38,000,이지더원3차,8,13,84.97,7
39,200,이지더원3차,8,18,84.97,8
22,000,정관동일스위트2차,8,19,59.9337,9
31,600,정관동일스위트2차,8,20,84.9803,13
25,100,이지더원2차,8,20,59.9984,20
54,500,정관롯데캐슬2차,8,25,127.2641,8
31,000,정관동일스위트2차,8,26,78.5355,14
29,000,정관동일스위트2차,8,31,78.5355,16
30,000,이지더원2차,8,31,84.9644,8
25,000,정관동일스위트1차,8,1,59.8245,5
23,900,정관양우내안愛,8,2,59.8986,5
31,500,이진캐스빌,8,4,59.8881,2
42,600,정관동일스위트1차,8,8,84.9923,11
26,000,정관동일스위트1차,8,10,59.4964,19
37,000,정관동일스위트1차,8,11,84.9971,8
50,000,정관신도시한진해모로,8,16,122.9131,9
38,500,정관동일스위트1차,8,16,84.8734,14
24,500,정관양우내안愛,8,22,59.8986,7
24,500,정관양우내안愛,8,22,59.8986,7
48,500,이진캐스빌,8,26,84.9281,9
25,100,정관양우내안愛,8,29,59.9983,11
70,000,일광자이푸르지오2단지,8,9,84.9718,19
42,000,이지더원1차오션포레,8,20,59.6231,4
59,800,일광자이푸르지오2단지,8,29,84.9062,16
6,000,정도한스빌,8,9,54.858,11
31,000,가화일광타워,8,27,59.8654,16
38,000,고촌센트럴아파트,8,24,84.9,2
17,800,한신,9,7,59.85,4
10,300,동산그린타워,9,7,58.7,3
10,000,진동선빌리지,9,14,69.98,4
17,000,한신,9,15,59.85,11
18,500,한신,9,20,59.85,10
12,800,부전베스트,9,26,78.27,3
18,100,한신,9,26,59.85,19
20,000,태영,9,1,59.75,11
43,000,이진캐스빌블루1차,9,8,84.9005,7
16,700,가화만사성,9,20,53.4307,10
17,000,부전타워,9,24,84.505,4
10,000,전원그린맨션A,9,26,79.62,4
22,700,태영,9,26,84.975,7
11,700,이진테마빌,9,15,48.598,5
12,700,이진테마빌,9,19,48.598,6
22,500,씨엘늘채움,9,2,84.8274,5
19,000,씨엘늘채움,9,2,78.0341,2
16,300,대라주공,9,5,39.72,4
17,500,대라주공,9,13,47.1,2
21,000,월가아델리스,9,15,74.4166,3
27,456,동부산어반리움,9,22,71.95,9
21,500,태윤리더스,9,24,69.3994,8
15,500,가화랜드빌5차,9,24,59.8027,9
42,000,이진캐스빌골드,9,28,113.3294,6
25,489,현대,9,8,59.95,14
27,900,우신네오빌,9,29,84.9888,22
22,500,우신네오빌,9,29,59.9882,8
22,000,현대,9,30,59.95,4
45,100,정관가화만사성더테라스1차,9,7,84.9623,3
29,500,정관가화만사성더테라스2차,9,9,60.1758,2
41,200,정관가화만사성더테라스1차,9,13,60.1758,6
30,500,정관2차동원로얄듀크,9,8,59.997,15
32,600,정관센트럴파크,9,14,84.73,13
24,500,정관센트럴파크,9,16,59.81,10
55,000,두산위브더테라스,9,20,84.994,5
55,000,두산위브더테라스,9,20,84.994,5
8,800,재흥,9,27,46.895,2
31,000,이지더원2차,9,2,84.9644,17
25,000,이지더원2차,9,3,59.9984,19
29,000,동일스위트3차,9,6,75.5781,2
38,000,이지더원3차,9,7,84.97,10
29,500,이지더원,9,28,84.7808,14
21,900,이지더원,9,28,59.8832,6
33,000,정관동일스위트1차,9,3,84.8734,10
30,000,정관이진캐스빌2차,9,6,59.9268,10
38,000,정관이진캐스빌2차,9,7,84.9026,5
29,000,정관이진캐스빌2차,9,7,59.9268,10
49,500,정관신도시한진해모로,9,7,122.9131,13
25,500,정관동일스위트1차,9,14,59.8245,14
41,000,정관신동아파밀리에,9,19,139.93,5
48,000,이진캐스빌,9,19,84.9281,12
24,000,정관동일스위트1차,9,24,59.6502,12
45,000,이진캐스빌,9,26,84.9821,7
40,050,이진캐스빌,9,27,84.9821,1
40,000,이진캐스빌,9,27,84.9821,1
24,000,정관동일스위트1차,9,27,59.8245,6
58,500,일광자이푸르지오2단지,9,1,84.9062,14
28,500,선우,9,3,80.79,14
80,000,일광신도시비스타동원1차,9,20,104.2061,14
39,800,이지더원1차오션포레,9,29,59.6231,11
18,800,동부산쏠마레,9,5,49.0658,10
16,100,동부산쏠마레,9,5,49.5896,3
33,000,가화일광타워,9,7,59.8905,23
18,200,한신,10,11,59.85,19
18,400,한신,10,28,59.85,9
15,300,가화만사성,10,4,53.4307,7
14,900,태영,10,5,59.75,1
18,350,문화그린맨션,10,14,84.135,3
17,800,부전타워,10,17,84.505,12
14,800,가화만사성,10,18,53.4307,4
24,500,경보이리스힐아파트,10,25,69.3133,9
14,500,서부주공,10,1,46.2,1
24,300,서부주공,10,6,59.83,7
13,900,이진테마빌,10,19,59.0604,9
15,650,이진테마빌,10,24,59.0604,17
9,000,수신,10,4,59.86,3
12,000,담덕기장센텀,10,6,48.54,3
16,700,에코하임기장,10,8,49.7243,9
15,900,가화랜드빌5차,10,14,59.8027,12
11,000,테마파크빌3차,10,21,84.05,8
18,400,이진캐스빌,10,24,59.91,6
22,250,씨엘늘채움,10,25,78.0341,3
10,000,금강궁전,10,27,58.38,13
13,900,펠리스빌3,10,29,77.13,7
20,000,청강주공,10,8,39.3,2
12,900,대동레미안센트럴시티,10,8,52.23,4
25,000,부산정관지구이지더원5차아파트,10,10,70.7431,6
25,800,부산정관지구이지더원5차아파트,10,24,68.414,6
22,700,가화만사성정관타운,10,25,59.9193,4
25,400,부산정관지구이지더원5차아파트,10,29,68.414,15
15,500,형진강변프라자,10,6,58.4,8
39,500,정관2차동원로얄듀크,10,22,84.9993,15
40,000,정관2차동원로얄듀크,10,23,84.999,14
34,000,정관센트럴파크,10,18,84.73,5
39,000,정관현진에버빌,10,4,84.981,2
43,000,정관롯데캐슬2차,10,6,101.8124,2
33,800,이지더원3차,10,12,84.97,4
22,500,동일스위트3차,10,20,65.9876,12
37,500,동일스위트3차,10,22,100.7622,6
32,000,이지더원3차,10,22,84.97,10
32,000,이지더원3차,10,22,84.97,2
30,000,이지더원3차,10,22,65.6536,16
40,000,정관롯데캐슬2차,10,24,101.8124,3
23,000,이지더원2차,10,24,59.8935,1
23,500,정관동일스위트1차,10,4,59.6502,5
34,200,정관동일스위트1차,10,8,84.9971,4
40,000,정관신동아파밀리에,10,11,107.83,5
33,000,정관동일스위트1차,10,12,84.8734,13
25,000,정관동일스위트1차,10,12,59.8302,18
35,500,정관동일스위트1차,10,13,84.9923,20
31,000,이진캐스빌,10,25,59.8881,12
64,000,일광신도시비스타동원1차,10,2,96.1765,24
47,000,e편한세상일광,10,8,74.9729,15
57,000,일광자이푸르지오2단지,10,11,84.9718,25
46,500,e편한세상일광,10,20,74.9729,28
28,000,세흥비치,10,21,95.355,5
55,000,일광자이푸르지오2단지,10,22,84.9062,8
46,000,e편한세상일광,10,22,74.9729,29
57,500,일광자이푸르지오2단지,10,28,84.9849,17
54,500,e편한세상일광,10,28,79.9871,20
45,000,e편한세상일광,10,30,74.9791,15
45,000,e편한세상일광,10,30,74.9791,15
25,000,한신,11,2,84.985,11
6,700,동호그린빌라,11,4,64.065,4
8,400,진동선빌리지,11,5,82.94,5
16,500,삼화펠리스힐아파트,11,14,73.8194,4
8,400,진동선빌리지,11,15,82.94,5
14,000,태영,11,8,59.75,8
8,000,전원그린맨션B동,11,10,59.97,8
16,150,태영,11,15,59.75,5
19,300,부전타워,11,18,84.505,15
21,500,태영,11,26,84.975,20
22,500,서부주공,11,10,59.92,7
20,600,서부주공,11,11,59.83,6
23,900,서부주공,11,18,59.83,9
23,000,서부주공,11,23,59.92,3
12,000,이진테마빌,11,28,48.598,6
15,000,에코하임기장,11,3,49.2565,5
26,400,씨엘늘채움,11,3,84.8274,9
10,000,기장에코하임6차,11,7,43.8145,8
20,400,태윤리더스,11,11,69.3994,6
7,900,금강궁전,11,12,50.4,13
11,000,삼흥빌라,11,14,93.37,1
7,900,금강궁전,11,21,50.4,13
12,700,기장마르빌,11,22,67.51,8
22,000,현대,11,1,59.95,4
22,541,웨이브리즈,11,1,55.99,12
25,000,웨이브리즈,11,7,59.99,12
12,300,씨앤스타빌,11,7,49.96,12
11,000,청강주공,11,14,32.76,5
6,000,씨앤스타빌,11,16,24.58,4
21,800,웨이브리즈,11,24,55.99,3
23,800,웨이브리즈,11,28,59.99,7
12,200,비룡벨로스텔라,11,29,46.96,6
12,900,비룡벨로스텔라,11,29,46.96,10
28,000,부산정관지구이지더원5차아파트,11,8,68.414,11
37,500,정관가화만사성더테라스2차,11,10,60.1758,6
27,500,부산정관지구이지더원5차아파트,11,12,68.414,13
46,000,정관가화만사성더테라스2차,11,16,60.1758,6
27,700,정관가화만사성더테라스1차,11,21,60.1758,4
31,000,정관2차동원로얄듀크,11,1,59.997,15
30,500,정관2차동원로얄듀크,11,1,59.997,15
33,500,정관센트럴파크,11,8,84.59,4
34,000,두산위브더테라스,11,19,84.868,3
10,550,대우아파트,11,22,49.86,5
27,500,이지더원3차,11,18,65.6536,11
30,300,이지더원3차,11,22,84.97,2
21,000,동일스위트3차,11,29,65.9876,2
51,200,정관롯데캐슬2차,11,30,127.2641,9
32,800,이지더원3차,11,30,84.97,9
22,700,정관동일스위트1차,11,1,59.8245,9
50,300,정관신도시한진해모로,11,12,135.6199,4
24,000,정관동일스위트1차,11,17,59.8302,17
31,000,정관동일스위트1차,11,18,84.8734,11
44,000,이진캐스빌,11,19,84.9821,13
49,300,정관신도시한진해모로,11,22,122.9131,10
22,100,정관동일스위트1차,11,28,59.6502,16
46,000,e편한세상일광,11,2,74.9791,8
50,500,일광자이푸르지오2단지,11,11,84.9062,12
50,500,일광자이푸르지오1단지,11,12,84.9718,10
14,000,선우,11,16,80.79,1
51,500,e편한세상일광,11,17,74.9729,20
49,800,일광자이푸르지오1단지,11,21,84.9062,9
58,000,일광한신더휴센트럴포레2단지,11,26,84.9371,4
57,000,일광자이푸르지오2단지,11,27,84.9596,10
43,000,일광대성베르힐,11,29,84.5535,22
29,700,가화일광타워,11,15,59.8905,8
97,000,일광신도시비스타동원2차,11,30,104.206,31
13,600,서린에코빌아파트,12,1,59.295,1
14,500,월드파크빌B동,12,6,75.54,5
16,000,한신,12,13,59.85,10
34,500,부산기장포스코더샵,12,24,84.9056,11
34,500,부산기장포스코더샵,12,24,84.9056,11
11,000,전원그린맨션B동,12,16,59.97,6
32,000,기장유림노르웨이숲,12,16,69.7411,7
17,000,성신목화,12,20,84.78,4
15,400,노이하우스2차,12,17,84.95,1
26,800,이진캐스빌,12,5,79.63,14
12,750,담덕기장센텀,12,12,48.54,4
20,500,씨엘늘채움,12,19,78.0341,2
21,400,더블유하임,12,29,84.84,5
22,800,웨이브리즈,12,4,55.99,5
3,500,명례솔터시티,12,8,21.14,4
36,000,정관가화만사성더테라스1차,12,3,60.1758,6
25,000,부산정관지구이지더원5차아파트,12,15,68.414,2
27,500,정관가화만사성더테라스1차,12,21,60.1758,2
25,000,정관가화만사성더테라스1차,12,23,60.1758,2
19,500,가화만사성정관타운,12,31,59.9437,5
10,500,대우아파트,12,3,49.86,5
18,800,정관센트럴파크,12,31,59.83,14
23,000,이지더원2차,12,2,59.8935,1
40,000,정관롯데캐슬2차,12,6,101.8124,15
28,000,동일스위트3차,12,10,75.5781,6
29,000,동일스위트3차,12,10,84.9938,6
36,500,이지더원3차,12,14,84.97,15
18,400,정관동일스위트2차,12,15,59.9337,12
29,000,이지더원2차,12,16,84.9644,9
25,400,이지더원,12,16,84.7808,13
35,000,정관롯데캐슬2차,12,16,101.5883,14
32,500,이지더원3차,12,17,84.97,16
19,100,정관동일스위트2차,12,21,59.9337,8
21,900,정관동일스위트2차,12,22,59.9337,3
31,500,동일스위트3차,12,24,84.9938,14
32,150,이지더원3차,12,24,84.97,8
19,500,정관동일스위트2차,12,27,59.9337,10
31,000,이지더원3차,12,27,84.97,9
35,000,정관신도시롯데캐슬,12,9,101.74,15
22,700,정관동일스위트1차,12,20,59.8302,6
29,100,정관동일스위트1차,12,20,74.258,11
50,000,정관협성르네상스타운,12,23,126.2039,6
35,800,정관이진캐스빌2차,12,23,84.7894,3
70,000,일광신도시비스타동원1차,12,3,104.2061,16
51,000,일광자이푸르지오1단지,12,4,84.9849,23
48,500,일광자이푸르지오2단지,12,5,84.9062,6
45,000,일광대성베르힐,12,6,84.5535,13
47,000,일광자이푸르지오1단지,12,7,84.9718,12
31,500,이지더원1차오션포레,12,10,59.6231,3
52,500,일광자이푸르지오1단지,12,12,84.9062,17
52,500,일광자이푸르지오1단지,12,12,84.9062,17
54,000,일광자이푸르지오2단지,12,13,84.9062,16
46,500,e편한세상일광,12,19,74.9729,28
45,000,일광한신더휴센트럴포레1단지,12,21,84.9371,16
33,500,이지더원1차오션포레,12,24,59.6231,22
19,600,동부산쏠마레,12,1,49.0658,10
15,500,정도한스빌,12,30,54.858,13
28,000,고촌엘에이치3단지아파트,12,6,67.89,6
34,500,부산기장포스코더샵,1,5,84.9056,11
14,600,한신,1,13,59.85,25
14,500,한신,1,14,59.85,1
19,000,동산그린타워,1,19,84.58,4
31,000,이진캐스빌블루1차,1,9,71.722,3
13,000,문화그린맨션,1,10,59.91,12
14,700,문화그린맨션,1,12,84.135,2
13,650,태영,1,18,59.75,7
12,000,이진테마빌,1,9,48.598,11
12,000,이진테마빌,1,12,59.0604,1
10,000,이진테마빌,1,19,48.598,19
11,750,이진테마빌,1,28,48.598,3
25,500,이진캐스빌,1,12,79.63,3
37,000,이진캐스빌골드,1,27,113.3294,5
12,800,담덕기장센텀,1,27,48.54,6
13,500,대라주공,1,30,39.72,4
13,400,담덕기장센텀,1,30,48.54,14
18,600,이진캐스빌,1,31,59.91,9
11,800,씨앤스타빌,1,18,49.96,5
22,600,웨이브리즈,1,19,55.99,17
45,000,동부산관광단지삼정그린코아더베스트,1,31,79.9755,4
3,600,명례솔터시티,1,13,23.88,4
41,100,정관가화만사성더테라스1차,1,9,84.9623,3
40,000,정관가화만사성더테라스1차,1,9,84.9623,2
27,200,정관가화만사성더테라스2차,1,18,60.1758,5
34,700,정관가화만사성더테라스1차,1,30,106.0011,1
39,200,정관가화만사성더테라스1차,1,31,106.0011,1
42,100,정관2차동원로얄듀크,1,6,84.9993,9
29,300,정관2차동원로얄듀크,1,14,59.997,11
24,000,정관1차동원로얄듀크,1,17,59.997,15
28,500,정관1차동원로얄듀크,1,31,79.6526,15
26,200,이지더원,1,3,84.7808,10
29,000,정관동일스위트2차,1,4,84.9864,6
18,900,정관동일스위트2차,1,10,59.9337,1
27,900,이지더원,1,12,84.7808,5
25,500,이지더원,1,13,84.7808,16
36,000,정관롯데캐슬2차,1,14,101.8124,7
31,800,이지더원3차,1,15,84.97,13
26,000,이지더원,1,16,84.7808,11
27,700,이지더원2차,1,18,84.9644,18
44,900,정관현진에버빌,1,20,132.248,9
20,300,이지더원2차,1,26,59.9984,17
32,000,이지더원3차,1,27,84.97,14
28,700,이지더원2차,1,28,84.9644,7
23,500,이지더원2차,1,30,84.9644,2
26,000,이지더원,1,30,84.7808,17
23,000,정관동일스위트1차,1,7,59.8302,13
25,500,정관동일스위트1차,1,7,74.258,7
23,500,정관동일스위트1차,1,10,59.8302,6
21,500,정관양우내안愛,1,11,59.8986,5
29,500,정관신도시롯데캐슬,1,12,84.9,12
43,000,정관신도시한진해모로,1,14,109.3076,7
31,000,정관동일스위트1차,1,17,84.9923,19
22,200,정관동일스위트1차,1,19,59.8245,12
19,900,정관동일스위트1차,1,21,59.8302,3
28,900,정관동일스위트1차,1,25,84.8734,13
21,500,정관동일스위트1차,1,25,59.8245,5
31,000,정관동일스위트1차,1,25,84.9971,11
33,000,정관신도시롯데캐슬,1,26,101.74,13
22,000,정관동일스위트1차,1,31,59.8245,7
52,500,일광자이푸르지오2단지,1,3,84.9677,5
48,000,일광자이푸르지오1단지,1,4,84.9062,15
46,300,일광자이푸르지오2단지,1,4,75.5544,13
44,000,e편한세상일광,1,7,74.9729,7
47,000,e편한세상일광,1,7,79.9871,25
52,000,일광자이푸르지오2단지,1,8,84.9849,14
47,000,일광자이푸르지오1단지,1,10,84.9062,19
47,000,일광자이푸르지오1단지,1,10,84.9062,19
49,500,e편한세상일광,1,10,84.9868,10
52,000,e편한세상일광,1,11,84.9868,27
45,500,일광자이푸르지오2단지,1,11,84.9718,6
47,000,일광자이푸르지오1단지,1,14,84.9062,16
40,000,일광자이푸르지오1단지,1,14,63.9811,15
47,000,e편한세상일광,1,18,84.9868,18
32,000,이지더원1차오션포레,1,18,59.6231,7
42,500,e편한세상일광,1,18,74.9791,4
47,000,e편한세상일광,1,19,79.9871,21
65,000,일광신도시비스타동원1차,1,19,104.2061,6
55,000,일광신도시비스타동원1차,1,20,96.1765,17
35,500,이지더원1차오션포레,1,25,59.6231,14
48,000,일광자이푸르지오1단지,1,26,84.9718,5
54,000,일광신도시비스타동원1차,1,27,96.1765,8
54,500,일광신도시비스타동원1차,1,28,96.1765,4
40,000,e편한세상일광,1,28,74.9791,14
39,000,일광한신더휴센트럴포레1단지,1,28,75.9504,11
48,500,일광자이푸르지오2단지,1,28,84.9062,5
44,500,e편한세상일광,1,28,74.9791,13
47,500,e편한세상일광,1,30,84.9868,7
55,500,일광신도시비스타동원2차,1,17,96.1765,23
70,000,일광신도시비스타동원2차,1,17,96.1765,25
56,000,일광신도시비스타동원2차,1,20,96.1765,6
62,000,일광신도시비스타동원2차,1,26,96.1765,14
69,700,일광신도시비스타동원2차,1,28,104.206,24
31,200,가화일광타워,1,29,59.8905,27
21,000,고촌센트럴아파트,1,13,84.97,1
14,500,한신,2,4,59.85,20
15,000,한신,2,15,59.85,4
13,450,부전베스트,2,18,71.64,3
16,500,한신,2,21,59.85,20
15,000,한신,2,22,59.85,4
15,000,한신,2,22,59.85,17
26,000,센텀스위트홈,2,28,103.545,8
11,000,전원그린맨션A,2,4,58.74,3
19,800,문화그린맨션,2,14,84.135,12
14,900,태영,2,16,59.75,3
12,900,부전타워,2,28,59.38,9
20,500,씨엘늘채움,2,1,78.0341,2
26,800,이진캐스빌,2,1,79.63,14
12,500,동양주택,2,3,89.1,13
14,000,상마타운,2,7,84.9,6
14,000,상마타운,2,7,84.9,6
14,600,베로나,2,9,49.997,6
11,000,에이원더시티,2,9,25.1935,14
26,500,센트리움기장,2,15,67.037,5
25,500,씨엘늘채움,2,25,84.8274,12
17,000,던힐즈아파트,2,27,71.25,2
25,400,웨이브리즈,2,9,59.99,4
55,000,동부산관광단지삼정그린코아더베스트,2,4,79.9832,2
50,000,동부산관광단지삼정그린코아더베스트,2,23,84.9887,7
25,800,정관가화만사성더테라스2차,2,1,60.1758,4
26,100,정관가화만사성더테라스1차,2,8,60.1758,4
20,000,가화만사성정관타운,2,11,59.9193,14
26,500,정관가화만사성더테라스2차,2,11,60.1758,4
8,500,두리아,2,17,80.89,1
41,500,정관가화만사성더테라스1차,2,20,84.9623,2
7,000,두리아,2,23,76.95,1
39,000,정관2차동원로얄듀크,2,1,84.999,19
30,000,정관2차동원로얄듀크,2,5,59.997,11
39,000,정관2차동원로얄듀크,2,13,84.999,15
11,700,대우아파트,2,2,49.86,2
21,000,정관1차동원로얄듀크,2,2,59.997,7
27,000,정관1차동원로얄듀크,2,4,79.6089,15
31,000,정관센트럴파크,2,8,84.59,11
48,000,두산위브더테라스,2,10,84.821,5
27,800,정관1차동원로얄듀크,2,11,79.6089,17
28,700,정관1차동원로얄듀크,2,11,79.6526,10
12,000,대우아파트,2,18,49.86,3
38,000,두산위브더테라스,2,27,84.994,5
31,800,이지더원2차,2,2,84.9644,12
20,500,이지더원2차,2,3,59.8935,7
29,000,이지더원2차,2,3,84.9644,19
26,800,이지더원,2,4,84.7808,3
36,000,정관롯데캐슬2차,2,5,101.8124,6
21,000,이지더원2차,2,8,59.8935,10
26,300,정관동일스위트2차,2,8,84.9864,15
28,000,동일스위트3차,2,8,84.9174,18
26,050,동일스위트3차,2,8,75.5781,8
28,200,이지더원3차,2,8,74.1653,12
19,900,정관동일스위트2차,2,9,59.9337,10
20,900,이지더원2차,2,11,59.8935,13
38,000,정관현진에버빌,2,12,116.024,12
21,500,동일스위트3차,2,13,65.9876,2
20,250,이지더원2차,2,14,59.9984,14
25,800,이지더원,2,18,84.7808,8
32,300,이지더원3차,2,18,84.97,6
30,000,동일스위트3차,2,18,84.9938,3
30,500,이지더원2차,2,20,84.9644,18
29,000,이지더원3차,2,20,74.1653,18
32,300,이지더원3차,2,20,84.97,12
29,000,동일스위트3차,2,22,84.9174,11
38,000,정관롯데캐슬2차,2,24,101.8124,11
19,500,이지더원2차,2,26,59.8935,2
19,800,이지더원2차,2,28,59.9984,2
26,100,정관동일스위트1차,2,2,74.5241,6
30,000,정관동일스위트1차,2,3,84.9923,20
32,000,정관신도시롯데캐슬,2,4,101.74,9
72,000,정관신동아파밀리에,2,4,152.64,15
43,000,정관신도시롯데캐슬,2,7,122.42,6
22,500,정관동일스위트1차,2,8,59.6502,19
22,200,정관동일스위트1차,2,10,59.8245,15
32,000,정관이진캐스빌2차,2,10,84.9026,4
25,000,정관이진캐스빌2차,2,11,59.9268,8
22,300,정관양우내안愛,2,16,59.8986,13
22,900,정관동일스위트1차,2,16,59.8302,15
28,000,정관동일스위트1차,2,19,84.8734,4
48,600,정관신도시한진해모로,2,19,122.9131,5
31,300,정관동일스위트1차,2,20,84.9971,10
22,300,정관동일스위트1차,2,25,59.6502,16
47,500,일광자이푸르지오2단지,2,1,84.9062,7
54,000,일광자이푸르지오2단지,2,2,84.9718,11
40,800,일광대성베르힐,2,2,84.3874,15
30,000,이지더원1차오션포레,2,4,59.6231,5
51,000,일광자이푸르지오2단지,2,4,75.5544,15
47,000,일광한신더휴센트럴포레1단지,2,4,84.9371,18
52,000,일광자이푸르지오1단지,2,4,84.9062,24
49,000,e편한세상일광,2,4,84.9868,11
46,500,e편한세상일광,2,7,84.9868,4
44,000,일광대성베르힐,2,9,84.505,20
63,500,일광신도시비스타동원1차,2,10,104.2061,28
60,600,일광자이푸르지오2단지,2,11,84.9062,25
51,900,일광자이푸르지오2단지,2,11,75.5544,11
35,000,이지더원1차오션포레,2,11,59.6231,19
48,000,e편한세상일광,2,13,79.9871,22
60,000,일광자이푸르지오2단지,2,13,84.9677,22
36,000,일광한신더휴센트럴포레1단지,2,13,59.8167,10
51,000,일광자이푸르지오1단지,2,14,84.9062,13
48,000,e편한세상일광,2,16,84.9868,18
52,000,일광자이푸르지오2단지,2,17,84.9849,17
44,500,일광대성베르힐,2,17,84.5535,18
45,000,일광대성베르힐,2,17,84.5535,14
42,300,e편한세상일광,2,18,74.9729,6
43,200,일광대성베르힐,2,19,84.3874,15
43,200,일광대성베르힐,2,19,84.3874,15
48,000,일광자이푸르지오2단지,2,22,84.9062,4
53,500,일광자이푸르지오2단지,2,22,84.9718,11
53,500,일광자이푸르지오2단지,2,23,84.9718,11
43,000,일광대성베르힐,2,23,84.3874,7
47,500,일광자이푸르지오1단지,2,24,84.9062,5
32,500,이지더원1차오션포레,2,24,59.6231,3
45,500,일광대성베르힐,2,26,84.5535,4
51,500,일광자이푸르지오2단지,2,28,84.9062,23
51,500,일광자이푸르지오2단지,2,28,84.9062,23
55,000,일광신도시비스타동원2차,2,6,96.1765,4
15,700,동부산쏠마레,2,15,49.5896,1
71,500,일광신도시비스타동원2차,2,27,104.206,30
15,300,서린에코빌아파트,3,8,59.295,6
19,000,이진스카이빌,3,10,59.97,6
16,400,한신,3,11,59.85,11
16,000,리츠빌,3,11,84.94,2
15,000,이진스카이빌,3,14,59.97,3
26,000,한신,3,31,84.985,2
12,500,문화그린맨션,3,6,59.91,10
16,450,부전타워,3,8,78.83,10
36,900,이진캐스빌블루1차,3,8,84.9436,7
17,600,태영,3,11,59.75,7
20,000,부전타워,3,28,83.61,7
12,700,이진테마빌,3,13,48.598,12
18,000,서부주공,3,20,59.92,1
21,000,서부주공,3,23,59.83,13
30,000,이진캐스빌골드,3,2,84.5689,17
21,000,더블유하임,3,3,84.84,13
17,700,이진캐스빌,3,6,59.91,11
12,000,금강로즈맨션,3,10,84.96,6
31,000,이진캐스빌골드,3,20,84.5689,16
14,000,삼흥빌라,3,20,88.65,2
14,500,센트럴파크빌라6차,3,20,80.57,4
31,000,이진캐스빌골드,3,26,84.5689,13
22,500,씨엘늘채움,3,31,84.8274,3
19,000,우신네오빌,3,1,59.9882,11
22,500,웨이브리즈,3,1,55.99,5
27,000,웨이브리즈,3,2,59.99,3
11,800,대동레미안센트럴시티,3,8,45.19,6
18,500,우신네오빌,3,10,59.9882,20
13,000,대동레미안센트럴시티,3,10,52.23,4
10,200,씨앤스타빌,3,21,47.28,3
10,800,씨앤스타빌,3,24,47.28,11
11,000,대동레미안센트럴시티,3,27,45.19,4
24,400,현대,3,29,59.95,15
50,000,동부산관광단지삼정그린코아더베스트,3,3,84.9887,4
45,000,동부산관광단지삼정그린코아더베스트,3,17,84.9887,7
45,000,동부산관광단지삼정그린코아더베스트,3,23,84.9887,5
24,200,부산정관지구이지더원5차아파트,3,2,68.414,14
35,000,정관가화만사성더테라스2차,3,4,60.1758,6
19,000,가화만사성정관타운,3,12,59.9567,3
27,300,정관가화만사성더테라스2차,3,14,60.1758,5
40,400,정관가화만사성더테라스1차,3,18,84.9623,2
54,500,정관가화만사성더테라스2차,3,21,84.9623,6
18,500,가화만사성정관타운,3,24,59.9567,3
28,000,정관2차동원로얄듀크,3,20,59.997,16
29,000,정관2차동원로얄듀크,3,24,59.997,13
19,000,형진강변프라자,3,29,82.52,12
6,000,재흥,3,3,49.4,1
34,000,두산위브더테라스,3,22,84.974,1
27,800,정관1차동원로얄듀크,3,29,79.6089,17
22,300,동일스위트3차,3,4,65.9876,5
31,400,이지더원3차,3,4,84.97,18
27,400,정관동일스위트2차,3,7,78.5355,9
24,000,동일스위트3차,3,7,65.9876,19
32,500,이지더원3차,3,8,84.97,17
35,000,정관현진에버빌,3,9,116.024,15
30,000,이지더원3차,3,13,84.97,5
26,700,이지더원,3,14,84.7808,5
25,500,이지더원,3,16,84.7808,10
19,000,정관동일스위트2차,3,16,59.9337,20
28,750,이지더원2차,3,17,84.9644,14
20,700,동일스위트3차,3,17,65.9876,1
30,000,동일스위트3차,3,20,84.9174,6
30,000,이지더원2차,3,20,84.9644,19
22,500,동일스위트3차,3,20,65.9876,7
22,500,동일스위트3차,3,20,65.9876,7
19,500,정관동일스위트2차,3,24,59.9337,13
29,000,동일스위트3차,3,24,84.9938,6
47,000,정관롯데캐슬2차,3,24,127.2641,2
29,100,정관동일스위트2차,3,24,84.9882,9
31,000,동일스위트3차,3,25,84.9938,10
29,000,동일스위트3차,3,26,84.9174,20
34,000,이지더원3차,3,27,84.97,15
34,000,정관롯데캐슬2차,3,28,101.5883,12
30,000,정관동일스위트2차,3,28,84.9864,2
21,300,정관동일스위트2차,3,28,59.9337,14
35,500,동일스위트3차,3,31,100.7622,5
31,000,정관신도시롯데캐슬,3,1,84.85,11
22,300,정관양우내안愛,3,2,59.8986,7
41,000,정관신동아파밀리에,3,4,107.83,12
30,000,이진캐스빌,3,4,59.8881,11
